数据年月,商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,贸易方式编码,贸易方式名称,注册地编码,注册地名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,315,奥地利,10,一般贸易,12,天津市,85321,千克,0,?,"1,870,970"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,315,奥地利,10,一般贸易,31,上海市,68571,千克,0,?,"1,628,288"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,315,奥地利,10,一般贸易,37,山东省,306877,千克,0,?,"8,572,574"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,315,奥地利,10,一般贸易,44,广东省,92441,千克,0,?,"1,298,617"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,315,奥地利,34,海关特殊监管区域物流货物,37,山东省,218699,千克,0,?,"6,260,291"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,318,芬兰,10,一般贸易,11,北京市,8000,千克,0,?,"46,600"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,318,芬兰,10,一般贸易,41,河南省,197373,千克,0,?,"3,958,502"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,318,芬兰,10,一般贸易,44,广东省,135261,千克,0,?,"1,882,152"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,318,芬兰,33,保税监管场所进出境货物,21,辽宁省,50906,千克,0,?,"1,064,355"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,10,一般贸易,12,天津市,16150,千克,0,?,"294,682"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,10,一般贸易,31,上海市,2367,千克,0,?,"42,774"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,10,一般贸易,37,山东省,35776,千克,0,?,"634,546"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,10,一般贸易,44,广东省,8319,千克,0,?,"175,145"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,33,保税监管场所进出境货物,37,山东省,3982,千克,0,?,"65,671"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,402,阿根廷,34,海关特殊监管区域物流货物,37,山东省,39085,千克,0,?,"828,880"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,410,巴西,10,一般贸易,31,上海市,259680,千克,0,?,"4,205,078"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,410,巴西,10,一般贸易,33,浙江省,80660,千克,0,?,"1,119,058"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,410,巴西,10,一般贸易,34,安徽省,55600,千克,0,?,"818,388"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,410,巴西,10,一般贸易,37,山东省,27820,千克,0,?,"429,523"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,410,巴西,10,一般贸易,44,广东省,220447,千克,0,?,"2,630,698"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,11,北京市,167572,千克,0,?,"2,692,635"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,12,天津市,456150,千克,0,?,"10,099,553"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,21,辽宁省,144017,千克,0,?,"2,964,758"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,31,上海市,275451,千克,0,?,"6,952,372"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,32,江苏省,24006,千克,0,?,"512,302"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,35,福建省,168035,千克,0,?,"2,543,588"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,37,山东省,480109,千克,0,?,"11,429,124"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,412,智利,10,一般贸易,44,广东省,120135,千克,0,?,"2,451,043"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,11,北京市,42590,千克,0,?,"1,072,488"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,12,天津市,427183,千克,0,?,"11,116,145"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,21,辽宁省,28018,千克,0,?,"833,166"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,31,上海市,240753,千克,0,?,"5,969,355"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,32,江苏省,68934,千克,0,?,"1,254,499"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,35,福建省,42042,千克,0,?,"1,191,360"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,37,山东省,469491,千克,0,?,"12,474,707"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,41,河南省,128982,千克,0,?,"2,633,586"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,43,湖南省,91636,千克,0,?,"1,718,494"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,44,广东省,539275,千克,0,?,"11,613,619"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,10,一般贸易,50,重庆市,57810,千克,0,?,"1,429,931"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,33,保税监管场所进出境货物,32,江苏省,64514,千克,0,?,"1,256,400"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,34,海关特殊监管区域物流货物,37,山东省,70675,千克,0,?,"2,013,442"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,429,墨西哥,34,海关特殊监管区域物流货物,41,河南省,46969,千克,0,?,"1,331,295"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,11,北京市,74029,千克,0,?,"1,684,182"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,12,天津市,307854,千克,0,?,"6,357,883"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,21,辽宁省,75015,千克,0,?,"1,573,719"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,31,上海市,375052,千克,0,?,"8,521,606"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,34,安徽省,140933,千克,0,?,"3,599,240"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,35,福建省,10000,千克,0,?,"101,586"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,37,山东省,151943,千克,0,?,"3,888,265"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,10,一般贸易,44,广东省,125025,千克,0,?,"2,622,865"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,501,加拿大,34,海关特殊监管区域物流货物,37,山东省,52000,千克,0,?,"1,091,135"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,11,北京市,91437,千克,0,?,"1,530,639"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,12,天津市,2380555,千克,0,?,"36,735,062"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,31,上海市,95754,千克,0,?,"1,636,324"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,34,安徽省,4517276,千克,0,?,"71,000,261"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,37,山东省,195152,千克,0,?,"2,525,236"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,10,一般贸易,44,广东省,47159,千克,0,?,"626,935"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,33,保税监管场所进出境货物,12,天津市,112396,千克,0,?,"1,909,294"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,33,保税监管场所进出境货物,33,浙江省,199881,千克,0,?,"3,908,681"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,33,保税监管场所进出境货物,34,安徽省,25035,千克,0,?,"412,697"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,34,海关特殊监管区域物流货物,12,天津市,176970,千克,0,?,"2,906,892"
202001,2032200,冻带骨猪前腿、猪后腿及其肉块,502,美国,34,海关特殊监管区域物流货物,31,上海市,620725,千克,0,?,"10,112,219"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,11,北京市,673119,千克,0,?,"13,965,845"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,12,天津市,10326141,千克,0,?,"318,742,950"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,31,上海市,2217657,千克,0,?,"59,238,818"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,33,浙江省,949217,千克,0,?,"27,418,103"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,34,安徽省,25920,千克,0,?,"888,662"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,35,福建省,27578,千克,0,?,"667,122"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,37,山东省,2296625,千克,0,?,"57,886,174"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,43,湖南省,638308,千克,0,?,"16,244,549"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,44,广东省,4011092,千克,0,?,"97,461,771"
202001,2032900,其他冻猪肉,302,丹麦,10,一般贸易,50,重庆市,27040,千克,0,?,"321,633"
202001,2032900,其他冻猪肉,302,丹麦,33,保税监管场所进出境货物,21,辽宁省,27060,千克,0,?,"378,672"
202001,2032900,其他冻猪肉,302,丹麦,34,海关特殊监管区域物流货物,31,上海市,381025,千克,0,?,"8,803,845"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,11,北京市,188820,千克,0,?,"2,285,214"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,12,天津市,1721276,千克,0,?,"35,984,047"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,31,上海市,1485771,千克,0,?,"38,762,708"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,32,江苏省,344207,千克,0,?,"8,299,143"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,33,浙江省,24987,千克,0,?,"541,972"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,34,安徽省,125441,千克,0,?,"2,203,557"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,35,福建省,203835,千克,0,?,"5,569,718"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,37,山东省,991043,千克,0,?,"16,224,586"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,41,河南省,46880,千克,0,?,"344,416"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,43,湖南省,40335,千克,0,?,"1,030,122"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,44,广东省,1473950,千克,0,?,"28,208,613"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,50,重庆市,49250,千克,0,?,"1,223,408"
202001,2032900,其他冻猪肉,303,英国,10,一般贸易,51,四川省,64654,千克,0,?,"1,791,144"
202001,2032900,其他冻猪肉,303,英国,34,海关特殊监管区域物流货物,31,上海市,243736,千克,0,?,"4,739,195"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,11,北京市,4893924,千克,0,?,"119,700,899"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,12,天津市,7121904,千克,0,?,"163,869,149"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,21,辽宁省,499123,千克,0,?,"7,911,742"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,31,上海市,5718088,千克,0,?,"133,709,215"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,32,江苏省,990471,千克,0,?,"26,616,013"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,33,浙江省,323034,千克,0,?,"8,527,791"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,34,安徽省,822253,千克,0,?,"17,915,261"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,35,福建省,290593,千克,0,?,"7,430,571"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,37,山东省,6803855,千克,0,?,"159,082,250"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,41,河南省,50519,千克,0,?,"841,711"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,43,湖南省,1997224,千克,0,?,"44,061,923"
202001,2032900,其他冻猪肉,304,德国,10,一般贸易,44,广东省,8520862,千克,0,?,"176,407,015"
202001,2032900,其他冻猪肉,304,德国,15,进料加工贸易,37,山东省,24948,千克,0,?,"843,120"
202001,2032900,其他冻猪肉,304,德国,33,保税监管场所进出境货物,21,辽宁省,58655,千克,0,?,"655,295"
202001,2032900,其他冻猪肉,304,德国,34,海关特殊监管区域物流货物,31,上海市,246415,千克,0,?,"7,423,402"
202001,2032900,其他冻猪肉,304,德国,34,海关特殊监管区域物流货物,37,山东省,321868,千克,0,?,"7,292,861"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,11,北京市,874077,千克,0,?,"19,076,479"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,12,天津市,1153023,千克,0,?,"23,200,763"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,21,辽宁省,170200,千克,0,?,"4,038,999"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,31,上海市,2357979,千克,0,?,"62,175,897"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,32,江苏省,269735,千克,0,?,"6,806,457"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,33,浙江省,45818,千克,0,?,"1,266,649"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,34,安徽省,371945,千克,0,?,"10,353,846"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,35,福建省,894810,千克,0,?,"19,704,251"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,37,山东省,1842805,千克,0,?,"41,762,494"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,41,河南省,48007,千克,0,?,"1,098,394"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,43,湖南省,48502,千克,0,?,"1,103,093"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,44,广东省,2095385,千克,0,?,"49,169,589"
202001,2032900,其他冻猪肉,305,法国,10,一般贸易,50,重庆市,23830,千克,0,?,"706,477"
202001,2032900,其他冻猪肉,305,法国,33,保税监管场所进出境货物,21,辽宁省,43410,千克,0,?,"884,463"
202001,2032900,其他冻猪肉,305,法国,33,保税监管场所进出境货物,32,江苏省,124871,千克,0,?,"2,727,776"
202001,2032900,其他冻猪肉,305,法国,34,海关特殊监管区域物流货物,12,天津市,48000,千克,0,?,"723,030"
202001,2032900,其他冻猪肉,305,法国,34,海关特殊监管区域物流货物,37,山东省,63725,千克,0,?,"1,321,852"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,11,北京市,468165,千克,0,?,"9,363,473"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,12,天津市,191546,千克,0,?,"3,961,221"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,31,上海市,2153142,千克,0,?,"61,955,905"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,32,江苏省,77008,千克,0,?,"2,083,814"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,34,安徽省,25680,千克,0,?,"224,600"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,35,福建省,25960,千克,0,?,"167,610"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,37,山东省,419107,千克,0,?,"8,809,677"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,41,河南省,52028,千克,0,?,"1,474,346"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,43,湖南省,77843,千克,0,?,"1,534,892"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,44,广东省,728375,千克,0,?,"16,300,168"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,50,重庆市,16000,千克,0,?,"548,557"
202001,2032900,其他冻猪肉,306,爱尔兰,10,一般贸易,51,四川省,52027,千克,0,?,"1,371,919"
202001,2032900,其他冻猪肉,306,爱尔兰,34,海关特殊监管区域物流货物,37,山东省,26008,千克,0,?,"702,117"
202001,2032900,其他冻猪肉,307,意大利,10,一般贸易,31,上海市,161843,千克,0,?,"5,754,509"
202001,2032900,其他冻猪肉,307,意大利,10,一般贸易,32,江苏省,98096,千克,0,?,"4,130,566"
202001,2032900,其他冻猪肉,307,意大利,10,一般贸易,33,浙江省,173891,千克,0,?,"6,273,158"
202001,2032900,其他冻猪肉,307,意大利,10,一般贸易,43,湖南省,24443,千克,0,?,"846,575"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,11,北京市,349204,千克,0,?,"5,073,414"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,12,天津市,3013888,千克,0,?,"70,392,611"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,21,辽宁省,325510,千克,0,?,"5,683,690"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,31,上海市,4846537,千克,0,?,"113,893,972"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,32,江苏省,706408,千克,0,?,"15,175,179"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,33,浙江省,400153,千克,0,?,"11,079,026"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,34,安徽省,487157,千克,0,?,"12,071,244"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,37,山东省,6206142,千克,0,?,"145,795,784"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,43,湖南省,190170,千克,0,?,"4,340,725"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,44,广东省,4625654,千克,0,?,"99,017,332"
202001,2032900,其他冻猪肉,309,荷兰,10,一般贸易,50,重庆市,27000,千克,0,?,"387,278"
202001,2032900,其他冻猪肉,309,荷兰,33,保税监管场所进出境货物,21,辽宁省,26450,千克,0,?,"1,001,495"
202001,2032900,其他冻猪肉,309,荷兰,33,保税监管场所进出境货物,32,江苏省,166170,千克,0,?,"4,064,790"
202001,2032900,其他冻猪肉,309,荷兰,33,保税监管场所进出境货物,33,浙江省,27000,千克,0,?,"296,298"
202001,2032900,其他冻猪肉,309,荷兰,34,海关特殊监管区域物流货物,31,上海市,246152,千克,0,?,"5,474,297"
202001,2032900,其他冻猪肉,309,荷兰,34,海关特殊监管区域物流货物,33,浙江省,291229,千克,0,?,"8,645,171"
202001,2032900,其他冻猪肉,309,荷兰,34,海关特殊监管区域物流货物,37,山东省,63451,千克,0,?,"1,587,253"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,12,天津市,48314,千克,0,?,"957,216"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,31,上海市,113133,千克,0,?,"2,961,622"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,34,安徽省,25200,千克,0,?,"246,851"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,37,山东省,113098,千克,0,?,"3,511,582"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,43,湖南省,538434,千克,0,?,"12,253,340"
202001,2032900,其他冻猪肉,311,葡萄牙,10,一般贸易,44,广东省,69026,千克,0,?,"1,533,590"
202001,2032900,其他冻猪肉,311,葡萄牙,33,保税监管场所进出境货物,32,江苏省,376457,千克,0,?,"8,323,465"
202001,2032900,其他冻猪肉,311,葡萄牙,34,海关特殊监管区域物流货物,31,上海市,58352,千克,0,?,"1,420,825"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,11,北京市,1020313,千克,0,?,"27,098,990"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,12,天津市,10677948,千克,0,?,"271,201,312"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,13,河北省,51350,千克,0,?,"550,375"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,21,辽宁省,488704,千克,0,?,"9,208,882"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,31,上海市,10563250,千克,0,?,"264,848,432"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,32,江苏省,3502379,千克,0,?,"95,349,370"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,33,浙江省,1750698,千克,0,?,"49,317,355"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,34,安徽省,356553,千克,0,?,"9,328,543"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,35,福建省,760002,千克,0,?,"21,057,649"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,37,山东省,7150365,千克,0,?,"170,677,933"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,41,河南省,287720,千克,0,?,"6,727,957"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,43,湖南省,706977,千克,0,?,"18,756,501"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,44,广东省,7632732,千克,0,?,"173,483,135"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,50,重庆市,25500,千克,0,?,"312,237"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,51,四川省,40672,千克,0,?,"682,982"
202001,2032900,其他冻猪肉,312,西班牙,10,一般贸易,62,甘肃省,99307,千克,0,?,"3,025,000"
202001,2032900,其他冻猪肉,312,西班牙,15,进料加工贸易,35,福建省,25070,千克,0,?,"838,480"
202001,2032900,其他冻猪肉,312,西班牙,15,进料加工贸易,37,山东省,633241,千克,0,?,"20,632,336"
202001,2032900,其他冻猪肉,312,西班牙,15,进料加工贸易,41,河南省,75180,千克,0,?,"1,865,327"
202001,2032900,其他冻猪肉,312,西班牙,33,保税监管场所进出境货物,21,辽宁省,202043,千克,0,?,"4,015,435"
202001,2032900,其他冻猪肉,312,西班牙,33,保税监管场所进出境货物,32,江苏省,25043,千克,0,?,"639,556"
202001,2032900,其他冻猪肉,312,西班牙,33,保税监管场所进出境货物,33,浙江省,24910,千克,0,?,"612,761"
202001,2032900,其他冻猪肉,312,西班牙,34,海关特殊监管区域物流货物,12,天津市,223647,千克,0,?,"7,135,359"
202001,2032900,其他冻猪肉,312,西班牙,34,海关特殊监管区域物流货物,31,上海市,1445561,千克,0,?,"37,609,878"
202001,2032900,其他冻猪肉,312,西班牙,34,海关特殊监管区域物流货物,37,山东省,214136,千克,0,?,"4,912,744"
202001,2032900,其他冻猪肉,312,西班牙,34,海关特殊监管区域物流货物,41,河南省,52460,千克,0,?,"1,541,693"
202001,2032900,其他冻猪肉,312,西班牙,34,海关特殊监管区域物流货物,42,湖北省,1098684,千克,0,?,"30,726,448"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,11,北京市,462018,千克,0,?,"10,317,124"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,12,天津市,536787,千克,0,?,"12,342,358"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,31,上海市,677183,千克,0,?,"15,948,283"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,32,江苏省,142004,千克,0,?,"4,150,705"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,37,山东省,719710,千克,0,?,"20,467,078"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,43,湖南省,95865,千克,0,?,"2,148,396"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,44,广东省,427347,千克,0,?,"9,088,239"
202001,2032900,其他冻猪肉,315,奥地利,10,一般贸易,50,重庆市,48057,千克,0,?,"1,412,238"
202001,2032900,其他冻猪肉,315,奥地利,15,进料加工贸易,37,山东省,24000,千克,0,?,"892,675"
202001,2032900,其他冻猪肉,315,奥地利,34,海关特殊监管区域物流货物,37,山东省,113845,千克,0,?,"3,258,987"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,11,北京市,96000,千克,0,?,"1,916,094"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,21,辽宁省,73950,千克,0,?,"1,807,469"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,31,上海市,444947,千克,0,?,"8,084,802"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,35,福建省,267569,千克,0,?,"5,320,967"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,41,河南省,110697,千克,0,?,"2,220,050"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,43,湖南省,49933,千克,0,?,"798,588"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,44,广东省,124927,千克,0,?,"2,062,343"
202001,2032900,其他冻猪肉,318,芬兰,10,一般贸易,50,重庆市,8818,千克,0,?,"319,833"
202001,2032900,其他冻猪肉,318,芬兰,33,保税监管场所进出境货物,21,辽宁省,48217,千克,0,?,"1,008,139"
202001,2032900,其他冻猪肉,318,芬兰,34,海关特殊监管区域物流货物,45,广西壮族自治区,4795,千克,0,?,"130,930"
202001,2032900,其他冻猪肉,331,瑞士,10,一般贸易,35,福建省,23520,千克,0,?,"392,610"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,11,北京市,178560,千克,0,?,"5,593,086"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,12,天津市,62489,千克,0,?,"1,367,256"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,31,上海市,8849,千克,0,?,"159,911"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,32,江苏省,25265,千克,0,?,"813,173"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,37,山东省,144748,千克,0,?,"3,717,538"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,43,湖南省,26050,千克,0,?,"694,731"
202001,2032900,其他冻猪肉,402,阿根廷,10,一般贸易,44,广东省,44361,千克,0,?,"795,618"
202001,2032900,其他冻猪肉,402,阿根廷,33,保税监管场所进出境货物,37,山东省,22530,千克,0,?,"371,567"
202001,2032900,其他冻猪肉,402,阿根廷,34,海关特殊监管区域物流货物,37,山东省,64243,千克,0,?,"1,438,216"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,11,北京市,162016,千克,0,?,"4,446,165"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,12,天津市,626195,千克,0,?,"15,917,477"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,31,上海市,8563724,千克,0,?,"207,859,102"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,32,江苏省,2965203,千克,0,?,"76,502,213"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,33,浙江省,1547544,千克,0,?,"39,126,094"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,34,安徽省,485734,千克,0,?,"12,327,371"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,35,福建省,406641,千克,0,?,"11,275,479"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,37,山东省,2069789,千克,0,?,"53,512,147"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,41,河南省,135400,千克,0,?,"3,475,022"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,43,湖南省,27800,千克,0,?,"748,878"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,44,广东省,4671613,千克,0,?,"115,236,304"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,50,重庆市,27800,千克,0,?,"593,267"
202001,2032900,其他冻猪肉,410,巴西,10,一般贸易,51,四川省,24998,千克,0,?,"649,092"
